phylum;class;order;family;genus;species;specificEpithet;sex;sampleSizeValue;inTextReference;publicationYear;fullReference;body_mass;body_mass___units;body_mass___minimum;body_mass___maximum;body_mass___method;body_mass___comments;body_mass___metadata_comment;original_body_mass;original_body_mass___units;metabolic_rate;metabolic_rate___units;metabolic_rate___minimum;metabolic_rate___maximum;metabolic_rate___method;metabolic_rate___comments;metabolic_rate___metadata_comment;original_metabolic_rate;original_metabolic_rate___units;original_respiratoryQuotient;original_temperature;mass_specific_metabolic_rate;mass_specific_metabolic_rate___units;brain_size;brain_size___units;brain_size___minimum;brain_size___maximum;brain_size___method;brain_size___comments;brain_size___metadata_comment;original_brain_size;original_brain_size___units
Arthropoda;Insecta;Lepidoptera;Sphingidae;Protambulyx;Protambulyx_strigilis;strigilis;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001261;kg;;;;;;1.261;g;0.00209318366910571;W;;;not_specified;;measured_at_resting_and_active_state;0.328;(O2)_cm3/h;;23;1.65993946796646;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Erinnyis;Erinnyis_oenotrus;oenotrus;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000964;kg;;;;;;0.964;g;0.00381623120160126;W;;;not_specified;;measured_at_resting_and_active_state;0.598;(O2)_cm3/h;;23;3.95874605975235;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Erinnyis;Erinnyis_ello;ello;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00121;kg;;;;;;1.21;g;0.00436505374898873;W;;;not_specified;;measured_at_resting_and_active_state;0.684;(O2)_cm3/h;;23;3.60748243718077;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Pachylia;Pachylia_ficus;ficus;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.003225;kg;;;;;;3.225;g;0.00539888226848606;W;;;not_specified;;measured_at_resting_and_active_state;0.846;(O2)_cm3/h;;23;1.67407202123599;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Madoryx;Madoryx_oeclus;oeclus;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001494;kg;;;;;;1.494;g;0.00601152139115115;W;;;not_specified;;measured_at_resting_and_active_state;0.942;(O2)_cm3/h;;23;4.02377603156034;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Madoryx;Madoryx_oeclus;oeclus;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001904;kg;;;;;;1.904;g;0.00532230237815293;W;;;not_specified;;measured_at_resting_and_active_state;0.834;(O2)_cm3/h;;23;2.795326879282;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Perigonia;Perigonia_lusca;lusca;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000398;kg;;;;;;0.398;g;0.00136567471094092;W;;;not_specified;;measured_at_resting_and_active_state;0.214;(O2)_cm3/h;;23;3.43134349482643;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Perigonia;Perigonia_lusca;lusca;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000419;kg;;;;;;0.419;g;0.00200384046371705;W;;;not_specified;;measured_at_resting_and_active_state;0.314;(O2)_cm3/h;;23;4.78243547426504;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Perigonia;Perigonia_lusca;lusca;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000858;kg;;;;;;0.858;g;0.00380346788654574;W;;;not_specified;;measured_at_resting_and_active_state;0.596;(O2)_cm3/h;;23;4.43294625471531;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Perigonia;Perigonia_lusca;lusca;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000514;kg;;;;;;0.514;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Enyo;Enyo_ocypete;ocypete;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000575;kg;;;;;;0.575;g;0.00117422498510808;W;;;not_specified;;measured_at_resting_and_active_state;0.184;(O2)_cm3/h;;23;2.04213040888362;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Enyo;Enyo_ocypete;ocypete;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00036;kg;;;;;;0.36;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Enyo;Enyo_ocypete;ocypete;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000335;kg;;;;;;0.335;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Enyo;Enyo_ocypete;ocypete;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000388;kg;;;;;;0.388;g;0.00133376642330211;W;;;not_specified;;measured_at_resting_and_active_state;0.209;(O2)_cm3/h;;23;3.43754232809823;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Enyo;Enyo_ocypete;ocypete;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000397;kg;;;;;;0.397;g;0.00112955338241375;W;;;not_specified;;measured_at_resting_and_active_state;0.177;(O2)_cm3/h;;23;2.84522262572733;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Oryba;Oryba_achemenides;achemenides;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00223;kg;;;;;;2.23;g;0.00493940292648725;W;;;not_specified;;measured_at_resting_and_active_state;0.774;(O2)_cm3/h;;23;2.21497889080146;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Oryba;Oryba_achemenides;achemenides;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.003387;kg;;;;;;3.387;g;0.00784943875914641;W;;;not_specified;;measured_at_resting_and_active_state;1.23;(O2)_cm3/h;;23;2.31751956278311;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Pachygonia;Pachygonia_drucei;drucei;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000702;kg;;;;;;0.702;g;0.00156350609430152;W;;;not_specified;;measured_at_resting_and_active_state;0.245;(O2)_cm3/h;;23;2.22721665854917;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Xylophanes;Xylophanes_libya;libya;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000559;kg;;;;;;0.559;g;0.00269305947671527;W;;;not_specified;;measured_at_resting_and_active_state;0.422;(O2)_cm3/h;;23;4.8176377043207;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Xylophanes;Xylophanes_chiron;chiron;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000708;kg;;;;;;0.708;g;0.00142310962869077;W;;;not_specified;;measured_at_resting_and_active_state;0.223;(O2)_cm3/h;;23;2.01004184843329;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Xylophanes;Xylophanes_chiron;chiron;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000948;kg;;;;;;0.948;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Xylophanes;Xylophanes_pluto;pluto;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000826;kg;;;;;;0.826;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Xylophanes;Xylophanes_pluto;pluto;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000876;kg;;;;;;0.876;g;0.00255904466863228;W;;;not_specified;;measured_at_resting_and_active_state;0.401;(O2)_cm3/h;;23;2.92128386830169;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Sphingidae;Xylophanes;Xylophanes_pluto;pluto;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000782;kg;;;;;;0.782;g;0.00220805350460541;W;;;not_specified;;measured_at_resting_and_active_state;0.346;(O2)_cm3/h;;23;2.82359783197623;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_hamata;hamata;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000564;kg;;;;;;0.564;g;0.00210594698416123;W;;;not_specified;;measured_at_resting_and_active_state;0.33;(O2)_cm3/h;;23;3.73394855347736;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_jacunda;jacunda;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001083;kg;;;;DONTWARN:_checked_value_correct;;1.083;g;0.00485005972109859;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.76;(O2)_cm3/h;;23;4.4783561598325;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_jacunda;jacunda;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00028;kg;;;;DONTWARN:_checked_value_correct;;0.28;g;0.00114869835499703;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.18;(O2)_cm3/h;;23;4.10249412498941;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_jacunda;jacunda;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000252;kg;;;;DONTWARN:_checked_value_correct;;0.252;g;0.00082961547860897;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.13;(O2)_cm3/h;;23;3.29212491511496;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_jacunda;jacunda;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000254;kg;;;;DONTWARN:_checked_value_correct;;0.254;g;0.000446716026943291;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.07;(O2)_cm3/h;;23;1.75872451552477;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_jacunda;jacunda;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001402;kg;;;;DONTWARN:_checked_value_correct;;1.402;g;0.00108488177971942;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.17;(O2)_cm3/h;;23;0.773810113922555;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_jacunda;jacunda;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.001271;kg;;;;DONTWARN:_checked_value_correct;;1.271;g;0.00229739670999407;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.36;(O2)_cm3/h;;23;1.8075505192715;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_jacunda;jacunda;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000412;kg;;;;DONTWARN:_checked_value_correct;;0.412;g;0.00165923095721794;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.26;(O2)_cm3/h;;23;4.02725960489791;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_jacunda;jacunda;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000272;kg;;;;DONTWARN:_checked_value_correct;;0.272;g;0.000765798903331357;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.12;(O2)_cm3/h;;23;2.81543714460058;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_belti;belti;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000665;kg;;;;;;0.665;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_fieldi;fieldi;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000394;kg;;;;;;0.394;g;0.00114869835499703;W;;;not_specified;;measured_at_resting_and_active_state;0.18;(O2)_cm3/h;;23;2.91547805836811;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_zugana;zugana;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000874;kg;;;;;;0.874;g;0.0014677812313851;W;;;not_specified;DONTWARN:_checked_value_correct;measured_at_resting_and_active_state;0.23;(O2)_cm3/h;;23;1.67938355993719;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_zugana;zugana;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000576;kg;;;;;;0.576;g;0.000765798903331357;W;;;not_specified;;measured_at_resting_and_active_state;0.12;(O2)_cm3/h;;23;1.32951198495027;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_zugana;zugana;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000294;kg;;;;;;0.294;g;0.000574349177498517;W;;;not_specified;;measured_at_resting_and_active_state;0.09;(O2)_cm3/h;;23;1.95356863094734;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_zugana;zugana;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000415;kg;;;;;;0.415;g;0.00185068068305078;W;;;not_specified;;measured_at_resting_and_active_state;0.29;(O2)_cm3/h;;23;4.45947152542356;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_zugana;zugana;;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00034;kg;;;;;;0.34;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_zugana;zugana;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000345;kg;;;;;;0.345;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automeris;Automeris_zugana;zugana;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000575;kg;;;;;;0.575;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Automerina;Automerina_auletes;auletes;female;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00072;kg;;;;;;0.72;g;0.00191449725832839;W;;;not_specified;;measured_at_resting_and_active_state;0.3;(O2)_cm3/h;;23;2.65902396990054;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Pseudoautomeris;Pseudoautomeris_salmonea;salmonea;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.00048;kg;;;;;;0.48;g;;;;;;;;;;;;;;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Dirphea;Dirphea_agis;agis;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000197;kg;;;;;;0.197;g;0.000510532602220905;W;;;not_specified;;measured_at_resting_and_active_state;0.08;(O2)_cm3/h;;23;2.59153605188276;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hylesia;Hylesia_praeda;praeda;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000139;kg;;;;;;0.139;g;0.00121251493027465;W;;;not_specified;;measured_at_resting_and_active_state;0.19;(O2)_cm3/h;;23;8.72312899478164;W/kg;;;;;;;;;
Arthropoda;Insecta;Lepidoptera;Saturniidae;Hylesia;Hylesia_praeda;praeda;male;1;Bartholomew_&_Casey,_1978;1978;Bartholomew,_G._A.,_&_Casey,_T._M._(1978)._Oxygen_Consumption_of_Moths_During_Rest,_Pre_Flight_Warm_Up,_and_Flight_In_Relation_to_Body_Size_and_Wing_Morphology._Journal_of_Experimental_Biology,_76(1),_11_25.;0.000153;kg;;;;;;0.153;g;0.000510532602220905;W;;;not_specified;;measured_at_resting_and_active_state;0.08;(O2)_cm3/h;;23;3.33681439360068;W/kg;;;;;;;;;
