phylum;class;order;family;genus;species;specificEpithet;sex;sampleSizeValue;inTextReference;publicationYear;fullReference;body_mass;body_mass___units;body_mass___minimum;body_mass___maximum;body_mass___method;body_mass___comments;body_mass___metadata_comment;original_body_mass;original_body_mass___units;metabolic_rate;metabolic_rate___units;metabolic_rate___minimum;metabolic_rate___maximum;metabolic_rate___method;metabolic_rate___comments;metabolic_rate___metadata_comment;original_metabolic_rate;original_metabolic_rate___units;original_respiratoryQuotient;original_temperature;mass_specific_metabolic_rate;mass_specific_metabolic_rate___units;brain_size;brain_size___units;brain_size___minimum;brain_size___maximum;brain_size___method;brain_size___comments;brain_size___metadata_comment;original_brain_size;original_brain_size___units
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_nasicus;nasicus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.36;kg;;;;;;360;g;;;;;;;;;;;;;;0.0059;kg;;;skull_filling;;;5.9;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_leucognaphalus;leucognaphalus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.0087;kg;;;skull_filling;;;8.7;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_jamaicensis;jamaicensis;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.007;kg;;;skull_filling;;;7;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_enca;enca;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.24;kg;;;;;;240;g;;;;;;;;;;;;;;0.0066;kg;;;skull_filling;;;6.6;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_orru;orru;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.435;kg;;;;;;435;g;;;;;;;;;;;;;;0.0081;kg;;;skull_filling;;;8.1;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_bennetti;bennetti;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.43;kg;;;;;;430;g;;;;;;;;;;;;;;0.0079;kg;;;skull_filling;;;7.9;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_validus;validus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.0087;kg;;;skull_filling;;;8.7;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_tristis;tristis;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.635;kg;;;;;;635;g;;;;;;;;;;;;;;0.0103;kg;;;skull_filling;;;10.3;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_moneduloides;moneduloides;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.275;kg;;;;;;275;g;;;;;;;;;;;;;;0.0063;kg;;;skull_filling;;;6.3;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_tropicus;tropicus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.0099;kg;;;skull_filling;;;9.9;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_macrorhynchos;macrorhynchos;;2;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.49;kg;;;;;;490;g;;;;;;;;;;;;;;0.0097;kg;;;skull_filling;;;9.7;g
Chordata;Aves;Passeriformes;Corvidae;Corvus;Corvus_splendens;splendens;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.295;kg;;;;;;295;g;;;;;;;;;;;;;;0.0057;kg;;;skull_filling;;;5.7;g
Chordata;Aves;Passeriformes;Corvidae;Pyrrhocorax;Pyrrhocorax_graculus;graculus;;2;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.15;kg;;;;;;150;g;;;;;;;;;;;;;;0.0035;kg;;;skull_filling;;;3.5;g
Chordata;Aves;Passeriformes;Corvidae;Pyrrhocorax;Pyrrhocorax_pyrrhocorax;pyrrhocorax;;3;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.3;kg;;;;;;300;g;;;;;;;;;;;;;;0.0061;kg;;;skull_filling;;;6.1;g
Chordata;Aves;Passeriformes;Corvidae;Podoces;Podoces_hendersoni;hendersoni;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.12;kg;;;;;;120;g;;;;;;;;;;;;;;0.0039;kg;;;skull_filling;;;3.9;g
Chordata;Aves;Passeriformes;Corvidae;Podoces;Podoces_panderi;panderi;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.0026;kg;;;skull_filling;;;2.6;g
Chordata;Aves;Passeriformes;Corvidae;Nucifraga;Nucifraga_caryocatactes;caryocatactes;;3;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.16;kg;;;;;;160;g;;;;;;;;;;;;;;0.0054;kg;;;skull_filling;;;5.4;g
Chordata;Aves;Passeriformes;Corvidae;Nucifraga;Nucifraga_columbiana;columbiana;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.0053;kg;;;skull_filling;;;5.3;g
Chordata;Aves;Passeriformes;Corvidae;Gymnorhinus;Gymnorhinus_cyanocephalus;cyanocephalus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.105;kg;;;;;;105;g;;;;;;;;;;;;;;0.0026;kg;;;skull_filling;;;2.6;g
Chordata;Aves;Passeriformes;Corvidae;Cyanopica;Cyanopica_cyanus;cyanus;;2;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.07;kg;;;;;;70;g;;;;;;;;;;;;;;0.0027;kg;;;skull_filling;;;2.7;g
Chordata;Aves;Passeriformes;Corvidae;Aphelocoma;Aphelocoma_coerulescens;coerulescens;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.08;kg;;;;;;80;g;;;;;;;;;;;;;;0.0028;kg;;;skull_filling;;;2.8;g
Chordata;Aves;Passeriformes;Corvidae;Aphelocoma;Aphelocoma_ultramarina;ultramarina;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.125;kg;;;;;;125;g;;;;;;;;;;;;;;0.0037;kg;;;skull_filling;;;3.7;g
Chordata;Aves;Passeriformes;Corvidae;Cyanolyca;Cyanolyca_argentigula;argentigula;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.2;kg;;;;;;200;g;;;;;;;;;;;;;;0.0026;kg;;;skull_filling;;;2.6;g
Chordata;Aves;Passeriformes;Corvidae;Cyanolyca;Cyanolyca_viridicyanea;viridicyanea;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.1;kg;;;;;;100;g;;;;;;;;;;;;;;0.0033;kg;;;skull_filling;;;3.3;g
Chordata;Aves;Passeriformes;Corvidae;Cissilopha;Cissilopha_beecheii;beecheii;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.195;kg;;;;;;195;g;;;;;;;;;;;;;;0.0043;kg;;;skull_filling;;;4.3;g
Chordata;Aves;Passeriformes;Corvidae;Cissilopha;Cissilopha_sanblasiana;sanblasiana;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.11;kg;;;;;;110;g;;;;;;;;;;;;;;0.003;kg;;;skull_filling;;;3;g
Chordata;Aves;Passeriformes;Corvidae;Cissilopha;Cissilopha_melanocyanea;melanocyanea;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.11;kg;;;;;;110;g;;;;;;;;;;;;;;0.0033;kg;;;skull_filling;;;3.3;g
Chordata;Aves;Passeriformes;Corvidae;Cyanocorax;Cyanocorax_yncas;yncas;;3;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.08;kg;;;;;;80;g;;;;;;;;;;;;;;0.0024;kg;;;skull_filling;;;2.4;g
Chordata;Aves;Passeriformes;Corvidae;Cyanocorax;Cyanocorax_mystacalis;mystacalis;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.0032;kg;;;skull_filling;;;3.2;g
Chordata;Aves;Passeriformes;Corvidae;Cyanocorax;Cyanocorax_affinis;affinis;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.21;kg;;;;;;210;g;;;;;;;;;;;;;;0.0037;kg;;;skull_filling;;;3.7;g
Chordata;Aves;Passeriformes;Corvidae;Cyanocorax;Cyanocorax_chrysops;chrysops;;2;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.155;kg;;;;;;155;g;;;;;;;;;;;;;;0.0027;kg;;;skull_filling;;;2.7;g
Chordata;Aves;Passeriformes;Corvidae;Cyanocorax;Cyanocorax_cayanus;cayanus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.175;kg;;;;;;175;g;;;;;;;;;;;;;;0.0042;kg;;;skull_filling;;;4.2;g
Chordata;Aves;Passeriformes;Corvidae;Cyanocorax;Cyanocorax_violaceus;violaceus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.26;kg;;;;;;260;g;;;;;;;;;;;;;;0.0047;kg;;;skull_filling;;;4.7;g
Chordata;Aves;Passeriformes;Corvidae;Cyanocorax;Cyanocorax_cyanomelas;cyanomelas;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.22;kg;;;;;;220;g;;;;;;;;;;;;;;0.0038;kg;;;skull_filling;;;3.8;g
Chordata;Aves;Passeriformes;Corvidae;Cyanocorax;Cyanocorax_caeruleus;caeruleus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.27;kg;;;;;;270;g;;;;;;;;;;;;;;0.0037;kg;;;skull_filling;;;3.7;g
Chordata;Aves;Passeriformes;Corvidae;Psilorhinus;Psilorhinus_morio;morio;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.205;kg;;;;;;205;g;;;;;;;;;;;;;;0.005;kg;;;skull_filling;;;5;g
Chordata;Aves;Passeriformes;Corvidae;Calocitta;Calocitta_formosa;formosa;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.21;kg;;;;;;210;g;;;;;;;;;;;;;;0.0042;kg;;;skull_filling;;;4.2;g
Chordata;Aves;Passeriformes;Corvidae;Cyanocitta;Cyanocitta_stelleri;stelleri;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.13;kg;;;;;;130;g;;;;;;;;;;;;;;0.0034;kg;;;skull_filling;;;3.4;g
Chordata;Aves;Passeriformes;Corvidae;Perisoreus;Perisoreus_infaustus;infaustus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.085;kg;;;;;;85;g;;;;;;;;;;;;;;0.0027;kg;;;skull_filling;;;2.7;g
Chordata;Aves;Passeriformes;Corvidae;Perisoreus;Perisoreus_canadensis;canadensis;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.075;kg;;;;;;75;g;;;;;;;;;;;;;;0.0024;kg;;;skull_filling;;;2.4;g
Chordata;Aves;Passeriformes;Corvidae;Platylophus;Platylophus_galericulatus;galericulatus;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.0025;kg;;;skull_filling;;;2.5;g
Chordata;Aves;Passeriformes;Corvidae;Crypsirina;Crypsirina_temia;temia;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.0018;kg;;;skull_filling;;;1.8;g
Chordata;Aves;Passeriformes;Corvidae;Dendrocitta;Dendrocitta_formosae;formosae;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.105;kg;;;;;;105;g;;;;;;;;;;;;;;0.0024;kg;;;skull_filling;;;2.4;g
Chordata;Aves;Passeriformes;Corvidae;Dendrocitta;Dendrocitta_occipitalis;occipitalis;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;;;;;;;;;;;;;;;;;;;;;;;0.0027;kg;;;skull_filling;;;2.7;g
Chordata;Aves;Passeriformes;Corvidae;Urocissa;Urocissa_caerulea;caerulea;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.215;kg;;;;;;215;g;;;;;;;;;;;;;;0.0046;kg;;;skull_filling;;;4.6;g
Chordata;Aves;Passeriformes;Corvidae;Cissa;Cissa_chinensis;chinensis;;1;Mlíkovský,_2003;2003;Mlíkovský,_J._(2003)._Brain_size_and_forearmen_magnum_area_in_crows_and_allies_(Aves:_Corvidae)._Acta_Soc_Zool_Bohem,_67(1_4),_203_211.;0.125;kg;;;;;;125;g;;;;;;;;;;;;;;0.003;kg;;;skull_filling;;;3;g
Arthropoda;Insecta;Lepidoptera;Sphingidae;Manduca;Manduca_sexta;sexta;male;12;Jundi_et_al.,_2009;2009;Jundi,_B.E.,_Huetteroth,_W.,_Kurylas,_A.E._&_Schachtner,_J._(2009)._Anisometric_brain_dimorphism_revisited:_Implementation_of_a_volumetric_3D_standard_brain_in_Manduca_sexta._Journal_of_Comparative_Neurology,_517,_210_225.;;;;;;;;;;;;;;;;;;;;;;;9.136992676e_07;kg;;;immunostaining_and_microscopy;;;881949100;um3
Arthropoda;Insecta;Lepidoptera;Sphingidae;Macroglossum;Macroglossum_stellatarum;stellatarum;male_and_female;10;Stockl_et_al.,_2016;2016;Stöckl,_A.L.,_Ribi,_W.A._&_Warrant,_E.J._(2016)._Adaptations_for_nocturnal_and_diurnal_vision_in_the_hawkmoth_lamina._Journal_of_Comparative_Neurology,_524,_160_175.;;;;;;;;;;;;;;;;;;;;;;;4.771639524652e_07;kg;;;histological_reconstruction;;cross_section,_photograph_and_measurement;460582965.7;um3
Arthropoda;Insecta;Lepidoptera;Sphingidae;Deilephila;Deilephila_elpenor;elpenor;male_and_female;10;StÃ¶ckl_et_al.,_2016;2016;Stöckl,_A.L.,_Ribi,_W.A._&_Warrant,_E.J._(2016)._Adaptations_for_nocturnal_and_diurnal_vision_in_the_hawkmoth_lamina._Journal_of_Comparative_Neurology,_524,_160_175.;;;;;;;;;;;;;;;;;;;;;;;3.983160292412e_07;kg;;;histological_reconstruction;;cross_section,_photograph_and_measurement;384474931.7;um3
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_croslandi;croslandi;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;2.6059e_05;kg;;;;;;26.059;mg;;;;;;;;;;;;;;5.51e_07;kg;;;immunostaining_and_microscopy;;;0.551;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_croslandi;croslandi;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;1.5219e_05;kg;;;;;;15.219;mg;;;;;;;;;;;;;;5.15e_07;kg;;;immunostaining_and_microscopy;;;0.515;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_croslandi;croslandi;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;2.3594e_05;kg;;;;;;23.594;mg;;;;;;;;;;;;;;5.64e_07;kg;;;immunostaining_and_microscopy;;;0.564;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_croslandi;croslandi;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;1.4298e_05;kg;;;;;;14.298;mg;;;;;;;;;;;;;;4.4e_07;kg;;;immunostaining_and_microscopy;;;0.44;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_croslandi;croslandi;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;1.716e_05;kg;;;;;;17.16;mg;;;;;;;;;;;;;;5.2e_07;kg;;;immunostaining_and_microscopy;;;0.52;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_croslandi;croslandi;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;2.0997e_05;kg;;;;;;20.997;mg;;;;;;;;;;;;;;5.33e_07;kg;;;immunostaining_and_microscopy;;;0.533;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_croslandi;croslandi;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;2.4925e_05;kg;;;;;;24.925;mg;;;;;;;;;;;;;;5.61e_07;kg;;;immunostaining_and_microscopy;;;0.561;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_gulosa;gulosa;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;2.4624e_05;kg;;;;;;24.624;mg;;;;;;;;;;;;;;8.45e_07;kg;;;immunostaining_and_microscopy;;;0.845;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_gulosa;gulosa;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;7.3623e_05;kg;;;;;;73.623;mg;;;;;;;;;;;;;;1.213e_06;kg;;;immunostaining_and_microscopy;;;1.213;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_gulosa;gulosa;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;2.3351e_05;kg;;;;;;23.351;mg;;;;;;;;;;;;;;8.5e_07;kg;;;immunostaining_and_microscopy;;;0.85;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_gulosa;gulosa;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;7.0207e_05;kg;;;;;;70.207;mg;;;;;;;;;;;;;;1.174e_06;kg;;;immunostaining_and_microscopy;;;1.174;mg
Arthropoda;Insecta;Hymenoptera;Formicidae;Myrmecia;Myrmecia_gulosa;gulosa;;1;Sheehan_et_al.,_2019;2019;Sheehan,_Z.B.V.,_Kamhi,_J.F.,_Seid,_M.A._&_Narendra,_A._(2019)._Differential_investment_in_brain_regions_for_a_diurnal_and_nocturnal_lifestyle_in_Australian_Myrmecia_ants._Journal_of_Comparative_Neurology,_527,_1261_1277.;0.000110076;kg;;;;;;110.076;mg;;;;;;;;;;;;;;1.292e_06;kg;;;immunostaining_and_microscopy;;;1.292;mg
